File created on 2020-10-26T13:51:13.110330
#COOR
GSM

#VAR
bx by bz ux uy uz n hprho hppsrho t

#START
2000 01 01 03 42 00 000       -0.54       2.18       0.36    -360.94        0.00        0.00      12.360  12.359   0.001  56626.44
2000 01 01 03 43 00 000       -0.54       2.18       0.36    -360.94        0.00        0.00      12.370  12.369   0.001  56377.40
2000 01 01 03 44 00 000       -0.54       2.18       0.35    -361.12        0.00        0.00      12.370  12.369   0.001  56377.40
2000 01 01 03 45 00 000       -0.54       2.18       0.28    -361.18        0.00        0.00      12.380  12.379   0.001  56329.78
2000 01 01 03 46 00 000       -0.54       2.18       0.26    -361.18        0.00        0.00      12.390  12.389   0.001  55525.78
2000 01 01 03 47 00 000       -0.54       2.18       0.26    -361.18        0.00        0.00      12.400  12.399   0.001  55386.40
2000 01 01 03 48 00 000       -0.54       2.18       0.24    -361.18        0.00        0.00      12.400  12.399   0.001  55335.50
2000 01 01 03 49 00 000       -0.54       2.18       0.21    -361.25        0.00        0.00      12.410  12.409   0.001  54925.89
2000 01 01 03 50 00 000       -0.54       2.18       0.21    -361.50        0.00        0.00      12.410  12.409   0.001  54780.70
2000 01 01 03 51 00 000       -0.54       2.18       0.21    -361.50        0.00        0.00      12.410  12.409   0.001  54715.33
2000 01 01 03 52 00 000       -0.54       2.18       0.19    -361.50        0.00        0.00      12.420  12.419   0.001  54520.80
2000 01 01 03 53 00 000       -0.54       2.18       0.16    -361.50        0.00        0.00      12.480  12.479   0.001  54035.40
2000 01 01 03 54 00 000       -0.54       2.18       0.14    -361.25        0.00        0.00      12.510  12.509   0.001  53065.00
